Date (MST),Parameter ,Value (m)
2021-05-06 16:15,46,7.525
2021-05-06 16:20,46,7.45
2021-05-06 16:25,46,7.508
2021-05-06 16:30,46,7.432
2021-05-06 16:35,46,7.504
2021-05-06 16:40,46,7.44
2021-05-06 16:45,46,7.512
2021-05-06 16:50,46,7.424
2021-05-06 16:55,46,7.527
2021-05-06 17:00,46,7.445
2021-05-06 17:05,46,7.503
2021-05-06 17:10,46,7.451
2021-05-06 17:15,46,7.524
2021-05-06 17:20,46,7.444
2021-05-06 17:25,46,7.517
2021-05-06 17:30,46,7.453
2021-05-06 17:35,46,7.518
2021-05-06 17:40,46,7.425
2021-05-06 17:45,46,7.514
2021-05-06 17:50,46,7.414
2021-05-06 17:55,46,7.483
2021-05-06 18:00,46,7.45
2021-05-06 18:05,46,7.482
2021-05-06 18:10,46,7.442
2021-05-06 18:15,46,7.479
2021-05-06 18:20,46,7.454
2021-05-06 18:25,46,7.484
2021-05-06 18:30,46,7.445
2021-05-06 18:35,46,7.479
2021-05-06 18:40,46,7.434
2021-05-06 18:45,46,7.486
2021-05-06 18:50,46,7.433
2021-05-06 18:55,46,7.492
2021-05-06 19:00,46,7.415
2021-05-06 19:05,46,7.49
2021-05-06 19:10,46,7.421
2021-05-06 19:15,46,7.481
2021-05-06 19:20,46,7.43
2021-05-06 19:25,46,7.508
2021-05-06 19:30,46,7.429
2021-05-06 19:35,46,7.498
2021-05-06 19:40,46,7.399
2021-05-06 19:45,46,7.537
2021-05-06 19:50,46,7.45
2021-05-06 19:55,46,7.472
2021-05-06 20:00,46,7.423
2021-05-06 20:05,46,7.493
2021-05-06 20:10,46,7.393
2021-05-06 20:15,46,7.481
2021-05-06 20:20,46,7.415
2021-05-06 20:25,46,7.489
2021-05-06 20:30,46,7.408
2021-05-06 20:35,46,7.447
2021-05-06 20:40,46,7.389
2021-05-06 20:45,46,7.465
2021-05-06 20:50,46,7.379
2021-05-06 20:55,46,7.474
2021-05-06 21:00,46,7.401
2021-05-06 21:05,46,7.474
2021-05-06 21:10,46,7.399
2021-05-06 21:15,46,7.484
2021-05-06 21:20,46,7.4
2021-05-06 21:25,46,7.488
2021-05-06 21:30,46,7.391
2021-05-06 21:35,46,7.454
2021-05-06 21:40,46,7.427
2021-05-06 21:45,46,7.499
2021-05-06 21:50,46,7.415
2021-05-06 21:55,46,7.467
2021-05-06 22:00,46,7.413
2021-05-06 22:05,46,7.434
2021-05-06 22:10,46,7.397
2021-05-06 22:15,46,7.456
2021-05-06 22:20,46,7.378
2021-05-06 22:25,46,7.488
2021-05-06 22:30,46,7.384
2021-05-06 22:35,46,7.454
2021-05-06 22:40,46,7.372
2021-05-06 22:45,46,7.433
2021-05-06 22:50,46,7.385
2021-05-06 22:55,46,7.476
2021-05-06 23:00,46,7.363
2021-05-06 23:05,46,7.437
2021-05-06 23:10,46,7.383
2021-05-06 23:15,46,7.473
2021-05-06 23:20,46,7.431
2021-05-06 23:25,46,7.466
2021-05-06 23:30,46,7.424
2021-05-06 23:35,46,7.466
2021-05-06 23:40,46,7.311
2021-05-06 23:45,46,7.435
2021-05-06 23:50,46,7.396
2021-05-06 23:55,46,7.435
2021-05-07 0:00,46,7.361
2021-05-07 0:05,46,7.428
2021-05-07 0:10,46,7.372
2021-05-07 0:15,46,7.425
2021-05-07 0:20,46,7.381
2021-05-07 0:25,46,7.471
2021-05-07 0:30,46,7.357
2021-05-07 0:35,46,7.44
2021-05-07 0:40,46,7.392
2021-05-07 0:45,46,7.46
2021-05-07 0:50,46,7.391
2021-05-07 0:55,46,7.453
2021-05-07 1:00,46,7.375
2021-05-07 1:05,46,7.451
2021-05-07 1:10,46,7.377
2021-05-07 1:15,46,7.462
2021-05-07 1:20,46,7.373
2021-05-07 1:25,46,7.439
2021-05-07 1:30,46,7.375
2021-05-07 1:35,46,7.433
2021-05-07 1:40,46,7.292
2021-05-07 1:45,46,7.344
2021-05-07 1:50,46,7.302
2021-05-07 1:55,46,7.366
2021-05-07 2:00,46,7.299
2021-05-07 2:05,46,7.374
2021-05-07 2:10,46,7.306
2021-05-07 2:15,46,7.356
2021-05-07 2:20,46,7.279
2021-05-07 2:25,46,7.347
2021-05-07 2:30,46,7.296
2021-05-07 2:35,46,7.361
2021-05-07 2:40,46,7.288
2021-05-07 2:45,46,7.35
2021-05-07 2:50,46,7.291
2021-05-07 2:55,46,7.352
2021-05-07 3:00,46,7.292
2021-05-07 3:05,46,7.352
2021-05-07 3:10,46,7.283
2021-05-07 3:15,46,7.358
2021-05-07 3:20,46,7.254
2021-05-07 3:25,46,7.327
2021-05-07 3:30,46,7.298
2021-05-07 3:35,46,7.336
2021-05-07 3:40,46,7.281
2021-05-07 3:45,46,7.333
2021-05-07 3:50,46,7.257
2021-05-07 3:55,46,7.332
2021-05-07 4:00,46,7.263
2021-05-07 4:05,46,7.328
2021-05-07 4:10,46,7.275
2021-05-07 4:15,46,7.335
2021-05-07 4:20,46,7.272
2021-05-07 4:25,46,7.325
2021-05-07 4:30,46,7.262
2021-05-07 4:35,46,7.347
2021-05-07 4:40,46,7.253
2021-05-07 4:45,46,7.36
2021-05-07 4:50,46,7.246
2021-05-07 4:55,46,7.323
2021-05-07 5:00,46,7.27
2021-05-07 5:05,46,7.316
2021-05-07 5:10,46,7.238
2021-05-07 5:15,46,7.331
2021-05-07 5:20,46,7.228
2021-05-07 5:25,46,7.312
2021-05-07 5:30,46,7.246
2021-05-07 5:35,46,7.309
2021-05-07 5:40,46,7.24
2021-05-07 5:45,46,7.328
2021-05-07 5:50,46,7.244
2021-05-07 5:55,46,7.3
2021-05-07 6:00,46,7.241
2021-05-07 6:05,46,7.302
2021-05-07 6:10,46,7.254
2021-05-07 6:15,46,7.299
2021-05-07 6:20,46,7.255
2021-05-07 6:25,46,7.293
2021-05-07 6:30,46,7.261
2021-05-07 6:35,46,7.307
2021-05-07 6:40,46,7.23
2021-05-07 6:45,46,7.315
2021-05-07 6:50,46,7.249
2021-05-07 6:55,46,7.293
2021-05-07 7:00,46,7.248
2021-05-07 7:05,46,7.28
2021-05-07 7:10,46,7.219
2021-05-07 7:15,46,7.3
2021-05-07 7:20,46,7.218
2021-05-07 7:25,46,7.298
2021-05-07 7:30,46,7.21
2021-05-07 7:35,46,7.28
2021-05-07 7:40,46,7.21
2021-05-07 7:45,46,7.286
2021-05-07 7:50,46,7.209
2021-05-07 7:55,46,7.291
2021-05-07 8:00,46,7.205
2021-05-07 8:05,46,7.274
2021-05-07 8:10,46,7.198
2021-05-07 8:15,46,7.265
2021-05-07 8:20,46,7.224
2021-05-07 8:25,46,7.275
2021-05-07 8:30,46,7.194
2021-05-07 8:35,46,7.267
2021-05-07 8:40,46,7.213
2021-05-07 8:45,46,7.271
2021-05-07 8:50,46,7.197
2021-05-07 8:55,46,7.261
2021-05-07 9:00,46,7.191
2021-05-07 9:05,46,7.261
2021-05-07 9:10,46,7.186
2021-05-07 9:15,46,7.244
2021-05-07 9:20,46,7.193
2021-05-07 9:25,46,7.257
2021-05-07 9:30,46,7.186
2021-05-07 9:35,46,7.242
2021-05-07 9:40,46,7.179
2021-05-07 9:45,46,7.252
2021-05-07 9:50,46,7.173
2021-05-07 9:55,46,7.262
2021-05-07 10:00,46,7.171
2021-05-07 10:05,46,7.254
2021-05-07 10:10,46,7.166
2021-05-07 10:15,46,7.238
2021-05-07 10:20,46,7.164
2021-05-07 10:25,46,7.253
2021-05-07 10:30,46,7.195
2021-05-07 10:35,46,7.234
2021-05-07 10:40,46,7.177
2021-05-07 10:45,46,7.248
2021-05-07 10:50,46,7.158
2021-05-07 10:55,46,7.23
2021-05-07 11:00,46,7.182
2021-05-07 11:05,46,7.22
2021-05-07 11:10,46,7.153
2021-05-07 11:15,46,7.221
2021-05-07 11:20,46,7.155
2021-05-07 11:25,46,7.226
2021-05-07 11:30,46,7.15
2021-05-07 11:35,46,7.214
2021-05-07 11:40,46,7.135
2021-05-07 11:45,46,7.215
2021-05-07 11:50,46,7.15
2021-05-07 11:55,46,7.192
2021-05-07 12:00,46,7.255
2021-05-07 12:05,46,7.209
2021-05-07 12:10,46,7.131
2021-05-07 12:15,46,7.197
2021-05-07 12:20,46,7.131
2021-05-07 12:25,46,7.219
2021-05-07 12:30,46,7.124
2021-05-07 12:35,46,7.202
2021-05-07 12:40,46,7.139
2021-05-07 12:45,46,7.198
2021-05-07 12:50,46,7.122
2021-05-07 12:55,46,7.19
2021-05-07 13:00,46,7.113
2021-05-07 13:05,46,7.193
2021-05-07 13:10,46,7.123
2021-05-07 13:15,46,7.173
2021-05-07 13:20,46,7.104
2021-05-07 13:25,46,7.182
2021-05-07 13:30,46,7.122
2021-05-07 13:35,46,7.182
2021-05-07 13:40,46,7.115
2021-05-07 13:45,46,7.219
2021-05-07 13:50,46,7.162
2021-05-07 13:55,46,7.179
2021-05-07 14:00,46,7.127
2021-05-07 14:05,46,7.167
2021-05-07 14:10,46,7.172
2021-05-07 14:15,46,7.279
2021-05-07 14:20,46,7.1
2021-05-07 14:25,46,7.175
2021-05-07 14:30,46,7.115
2021-05-07 14:35,46,7.156
2021-05-07 14:40,46,7.097
2021-05-07 14:45,46,7.168
2021-05-07 14:50,46,7.098
2021-05-07 14:55,46,7.146
2021-05-07 15:00,46,7.101
2021-05-07 15:05,46,7.162
2021-05-07 15:10,46,7.093
2021-05-07 15:15,46,7.165
2021-05-07 15:20,46,7.084
2021-05-07 15:25,46,7.16
2021-05-07 15:30,46,7.1
2021-05-07 15:35,46,7.197
2021-05-07 15:40,46,7.082
2021-05-07 15:45,46,7.149
2021-05-07 15:50,46,7.081
2021-05-07 15:55,46,7.16
2021-05-07 16:00,46,7.429
2021-05-07 16:05,46,7.142
2021-05-07 16:10,46,7.095
2021-05-07 16:15,46,7.142
2021-05-07 16:20,46,7.077
2021-05-07 16:25,46,7.141
2021-05-07 16:30,46,7.08
2021-05-07 16:35,46,7.146
2021-05-07 16:40,46,7.086
2021-05-07 16:45,46,7.128
2021-05-07 16:50,46,7.067
2021-05-07 16:55,46,7.141
2021-05-07 17:00,46,7.07
2021-05-07 17:05,46,7.169
2021-05-07 17:10,46,7.086
2021-05-07 17:15,46,7.167
2021-05-07 17:20,46,7.055
2021-05-07 17:25,46,7.15
2021-05-07 17:30,46,7.06
2021-05-07 17:35,46,7.129
2021-05-07 17:40,46,7.048
2021-05-07 17:45,46,7.127
2021-05-07 17:50,46,7.047
2021-05-07 17:55,46,7.114
2021-05-07 18:00,46,7.058
2021-05-07 18:05,46,7.118
2021-05-07 18:10,46,7.077
2021-05-07 18:15,46,7.108
2021-05-07 18:20,46,7.067
2021-05-07 18:25,46,7.125
2021-05-07 18:30,46,7.05
2021-05-07 18:35,46,7.13
2021-05-07 18:40,46,7.046
2021-05-07 18:45,46,7.13
2021-05-07 18:50,46,7.047
2021-05-07 18:55,46,7.1
2021-05-07 19:00,46,7.038
2021-05-07 19:05,46,7.096
2021-05-07 19:10,46,7.031
2021-05-07 19:15,46,7.094
2021-05-07 19:20,46,7.039
2021-05-07 19:25,46,7.109
2021-05-07 19:30,46,7.009
2021-05-07 19:35,46,7.112
2021-05-07 19:40,46,7.035
2021-05-07 19:45,46,7.096
2021-05-07 19:50,46,7.024
2021-05-07 19:55,46,7.096
2021-05-07 20:00,46,7.027
2021-05-07 20:05,46,7.084
2021-05-07 20:10,46,7.022
2021-05-07 20:15,46,7.084
2021-05-07 20:20,46,7.02
2021-05-07 20:25,46,7.091
2021-05-07 20:30,46,7.019
2021-05-07 20:35,46,7.091
2021-05-07 20:40,46,7.018
2021-05-07 20:45,46,7.077
2021-05-07 20:50,46,7.022
2021-05-07 20:55,46,7.081
2021-05-07 21:00,46,7.007
2021-05-07 21:05,46,7.078
2021-05-07 21:10,46,7.021
2021-05-07 21:15,46,7.078
2021-05-07 21:20,46,7.015
2021-05-07 21:25,46,7.073
2021-05-07 21:30,46,7.005
2021-05-07 21:35,46,7.071
2021-05-07 21:40,46,7.008
2021-05-07 21:45,46,7.076
2021-05-07 21:50,46,6.999
2021-05-07 21:55,46,7.076
2021-05-07 22:00,46,7.022
2021-05-07 22:05,46,7.061
2021-05-07 22:10,46,6.993
2021-05-07 22:15,46,7.061
2021-05-07 22:20,46,6.995
2021-05-07 22:25,46,7.059
2021-05-07 22:30,46,6.983
2021-05-07 22:35,46,7.062
2021-05-07 22:40,46,7.017
2021-05-07 22:45,46,7.051
2021-05-07 22:50,46,7.026
2021-05-07 22:55,46,7.051
2021-05-07 23:00,46,6.989
2021-05-07 23:05,46,7.059
2021-05-07 23:10,46,6.996
2021-05-07 23:15,46,7.052
2021-05-07 23:20,46,6.987
2021-05-07 23:25,46,7.049
2021-05-07 23:30,46,6.995
2021-05-07 23:35,46,7.07
2021-05-07 23:40,46,6.983
2021-05-07 23:45,46,7.143
2021-05-07 23:50,46,6.984
2021-05-07 23:55,46,7.053
2021-05-08 0:00,46,6.988
2021-05-08 0:05,46,7.044
2021-05-08 0:10,46,7.003
2021-05-08 0:15,46,7.038
2021-05-08 0:20,46,6.969
2021-05-08 0:25,46,7.039
2021-05-08 0:30,46,6.97
2021-05-08 0:35,46,7.046
2021-05-08 0:40,46,6.977
2021-05-08 0:45,46,7.042
2021-05-08 0:50,46,6.972
2021-05-08 0:55,46,7.032
2021-05-08 1:00,46,7.036
2021-05-08 1:05,46,7.027
2021-05-08 1:10,46,6.959
2021-05-08 1:15,46,7.033
2021-05-08 1:20,46,6.972
2021-05-08 1:25,46,7.037
2021-05-08 1:30,46,7.054
2021-05-08 1:35,46,7.029
2021-05-08 1:40,46,6.989
2021-05-08 1:45,46,7.032
2021-05-08 1:50,46,7.003
2021-05-08 1:55,46,7.051
2021-05-08 2:00,46,6.961
2021-05-08 2:05,46,7.087
2021-05-08 2:10,46,6.997
2021-05-08 2:15,46,7.037
2021-05-08 2:20,46,6.957
2021-05-08 2:25,46,7.044
2021-05-08 2:30,46,7.079
2021-05-08 2:35,46,7.024
2021-05-08 2:40,46,6.963
2021-05-08 2:45,46,7.024
2021-05-08 2:50,46,6.957
2021-05-08 2:55,46,7.015
2021-05-08 3:00,46,6.95
2021-05-08 3:05,46,7.029
2021-05-08 3:10,46,6.995
2021-05-08 3:15,46,7.009
2021-05-08 3:20,46,7.069
2021-05-08 3:25,46,7.266
2021-05-08 3:30,46,6.948
2021-05-08 3:35,46,7.326
2021-05-08 3:40,46,6.945
2021-05-08 3:45,46,7.018
2021-05-08 3:50,46,6.973
2021-05-08 3:55,46,7.008
2021-05-08 4:00,46,6.947
2021-05-08 4:05,46,7.009
2021-05-08 4:10,46,6.953
2021-05-08 4:15,46,7.029
2021-05-08 4:20,46,6.972
2021-05-08 4:25,46,7.364
2021-05-08 4:30,46,6.939
2021-05-08 4:35,46,7.016
2021-05-08 4:40,46,6.944
2021-05-08 4:45,46,7.007
2021-05-08 4:50,46,6.952
2021-05-08 4:55,46,7.008
2021-05-08 5:00,46,6.916
2021-05-08 5:05,46,7.002
2021-05-08 5:10,46,6.946
2021-05-08 5:15,46,7.004
2021-05-08 5:20,46,6.933
2021-05-08 5:25,46,7.021
2021-05-08 5:30,46,6.96
2021-05-08 5:35,46,7.055
2021-05-08 5:40,46,6.91
2021-05-08 5:45,46,7.012
2021-05-08 5:50,46,6.976
2021-05-08 5:55,46,7.027
2021-05-08 6:00,46,6.914
2021-05-08 6:05,46,7.023
2021-05-08 6:10,46,6.931
2021-05-08 6:15,46,6.997
2021-05-08 6:20,46,6.911
2021-05-08 6:25,46,7.004
2021-05-08 6:30,46,6.931
2021-05-08 6:35,46,6.988
2021-05-08 6:40,46,6.916
2021-05-08 6:45,46,6.988
2021-05-08 6:50,46,6.922
2021-05-08 6:55,46,6.994
2021-05-08 7:00,46,6.898
2021-05-08 7:05,46,6.988
2021-05-08 7:10,46,6.91
2021-05-08 7:15,46,6.999
2021-05-08 7:20,46,6.934
2021-05-08 7:25,46,6.988
2021-05-08 7:30,46,6.945
2021-05-08 7:35,46,6.986
2021-05-08 7:40,46,6.897
2021-05-08 7:45,46,6.964
2021-05-08 7:50,46,6.91
2021-05-08 7:55,46,6.985
2021-05-08 8:00,46,7.014
2021-05-08 8:05,46,7.001
2021-05-08 8:10,46,6.918
2021-05-08 8:15,46,6.987
2021-05-08 8:20,46,6.922
2021-05-08 8:25,46,7.032
2021-05-08 8:30,46,7.079
2021-05-08 8:35,46,6.989
2021-05-08 8:40,46,6.909
2021-05-08 8:45,46,6.977
2021-05-08 8:50,46,6.904
2021-05-08 8:55,46,6.973
2021-05-08 9:00,46,6.887
2021-05-08 9:05,46,6.973
2021-05-08 9:10,46,6.914
2021-05-08 9:15,46,6.974
2021-05-08 9:20,46,6.97
2021-05-08 9:25,46,7.364
2021-05-08 9:30,46,7.006
2021-05-08 9:35,46,6.971
2021-05-08 9:40,46,6.913
2021-05-08 9:45,46,6.971
2021-05-08 9:50,46,6.927
2021-05-08 9:55,46,7.009
2021-05-08 10:00,46,6.895
2021-05-08 10:05,46,6.95
2021-05-08 10:10,46,6.895
2021-05-08 10:15,46,6.976
2021-05-08 10:20,46,6.908
2021-05-08 10:25,46,6.983
2021-05-08 10:30,46,6.947
2021-05-08 10:35,46,6.998
2021-05-08 10:40,46,6.974
2021-05-08 10:45,46,6.967
2021-05-08 10:50,46,6.899
2021-05-08 10:55,46,7.003
2021-05-08 11:00,46,6.893
2021-05-08 11:05,46,6.958
2021-05-08 11:10,46,6.895
2021-05-08 11:15,46,6.971
2021-05-08 11:20,46,6.885
2021-05-08 11:25,46,7.025
2021-05-08 11:30,46,6.966
2021-05-08 11:35,46,7.258
2021-05-08 11:40,46,6.897
